province, city_name, city_code,date,avg_temperature
内蒙古自治区,敖汉旗,54225,2023-12-08,-5.2
黑龙江省,勃利,50973,2023-12-08,-5.2
内蒙古自治区,青龙山,54132,2023-12-08,-5.2
内蒙古自治区,兴和,53483,2023-12-09,-5.2
新疆维吾尔自治区,博乐,51238,2023-12-09,-5.2
青海省,都兰,52836,2023-12-08,-5.2
青海省,刚察,52754,2023-12-09,-5.1
青海省,大通,52862,2023-12-09,-5.1
内蒙古自治区,武川,53368,2023-12-08,-5.1
青海省,称多,X7051,2023-12-08,-5.1
新疆维吾尔自治区,博乐,51238,2023-12-08,-5.1
新疆维吾尔自治区,石河子,51356,2023-12-09,-5.1
辽宁省,建平,54326,2023-12-09,-5.0
青海省,冷湖,52602,2023-12-09,-5.0
西藏自治区,巴青,56114,2023-12-08,-5.0
新疆维吾尔自治区,塔城,51133,2023-12-08,-5.0
吉林省,东岗,54284,2023-12-09,-4.9
内蒙古自治区,武川,53368,2023-12-09,-4.9
黑龙江省,富锦,50788,2023-12-08,-4.9
辽宁省,抚顺,54351,2023-12-09,-4.9
青海省,久治,56067,2023-12-08,-4.9
西藏自治区,革吉,55234,2023-12-08,-4.9
辽宁省,喀左,54328,2023-12-09,-4.9
新疆维吾尔自治区,阿拉山口,51232,2023-12-09,-4.9
吉林省,公主岭,54156,2023-12-08,-4.8
内蒙古自治区,宝国图,54226,2023-12-08,-4.8
西藏自治区,尼玛,55361,2023-12-08,-4.8
西藏自治区,丁青,56116,2023-12-09,-4.8
内蒙古自治区,海力素,53231,2023-12-08,-4.7
内蒙古自治区,拐子湖,52378,2023-12-09,-4.7
青海省,共和,52856,2023-12-09,-4.7
内蒙古自治区,固阳,53357,2023-12-09,-4.6
青海省,囊谦,56125,2023-12-09,-4.6
吉林省,长春,54161,2023-12-08,-4.6
辽宁省,朝阳,54324,2023-12-09,-4.6
内蒙古自治区,多伦,54208,2023-12-08,-4.6
内蒙古自治区,岗子,54214,2023-12-08,-4.6
内蒙古自治区,达尔罕茂明安联合旗,53352,2023-12-08,-4.6
四川省,壤塘,56164,2023-12-09,-4.6
西藏自治区,改则,55248,2023-12-08,-4.6
甘肃省,酒泉,52533,2023-12-09,-4.6
甘肃省,临洮,52986,2023-12-09,-4.6
青海省,湟源,52855,2023-12-09,-4.6
吉林省,梨树,54154,2023-12-08,-4.5
辽宁省,清原,54259,2023-12-09,-4.5
辽宁省,沈阳,54342,2023-12-09,-4.5
河北省,张北,53399,2023-12-08,-4.5
甘肃省,夏河,52978,2023-12-09,-4.5
新疆维吾尔自治区,克拉玛依,51243,2023-12-08,-4.5
四川省,色达,56152,2023-12-08,-4.5
辽宁省,义县,54334,2023-12-09,-4.4
辽宁省,盘山,54338,2023-12-09,-4.4
甘肃省,玉门,52436,2023-12-09,-4.4
河北省,尚义,53397,2023-12-08,-4.4
